,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR
1140,Marcin Gortat,1610612746,101162,2018,Poland,6-11,240,2005
1141,Mike Scott,1610612746,203118,2018,USA,6-7,237,2012
1142,Boban Marjanovic,1610612746,1626246,2018,Serbia,7-4,290,Undrafted
1143,Alec Burks,1610612739,202692,2018,USA,6-6,214,2011
1144,Wade Baldwin IV,1610612739,1627735,2018,USA,6-4,200,2016
1145,Ivica Zubac,1610612747,1627826,2018,Croatia,7-0,240,2016
1146,Michael Beasley,1610612747,201563,2018,USA,6-9,235,2008
1147,Svi Mykhailiuk,1610612747,1629004,2018,Ukraine,6-7,205,2018
1148,Reggie Bullock,1610612765,203493,2018,USA,6-6,205,2013
1149,Stanley Johnson,1610612765,1626169,2018,USA,6-6,242,2015
1150,Wesley Matthews,1610612752,202083,2018,USA,6-5,220,Undrafted
1151,Enes Kanter,1610612752,202683,2018,Turkey,6-10,250,2011
1152,Delon Wright,1610612761,1626153,2018,USA,6-5,185,2015
1153,CJ Miles,1610612761,101139,2018,USA,6-6,220,2005
1154,Mike Muscala,1610612755,203488,2018,USA,6-11,240,2013
1155,Landry Shamet,1610612755,1629013,2018,USA,6-4,190,2018
1156,Shelvin Mack,1610612763,202714,2018,USA,6-3,203,2011
1157,Marc Gasol,1610612763,201188,2018,Spain,6-11,255,2007
1158,JaMychal Green,1610612763,203210,2018,USA,6-9,227,Undrafted
1159,Alex Abrines,1610612760,203518,2018,Spain,6-6,200,2013
1160,Tyler Johnson,1610612748,204020,2018,USA,6-3,186,Undrafted
1161,Wayne Ellington,1610612748,201961,2018,USA,6-4,207,2009
1162,Caleb Swanigan,1610612757,1628403,2018,USA,6-9,260,2017
1163,Ryan Anderson,1610612756,201583,2018,USA,6-9,240,2008
1164,Emanuel Terry,1610612756,1629150,2018,USA,6-9,220,Undrafted
1165,Thon Maker,1610612749,1627748,2018,South Sudan,7-0,221,2016
1166,Daniel Hamilton,1610612737,1627772,2018,USA,6-7,195,2016
1167,Corey Brewer,1610612755,201147,2018,USA,6-9,188,2007
1168,Tyler Dorsey,1610612737,1628416,2018,USA,6-4,180,2017
1169,Rodney Hood,1610612739,203918,2018,USA,6-8,208,2014
1170,Kobi Simmons,1610612739,1628424,2018,USA,6-5,180,Undrafted
1172,Garrett Temple,1610612763,202066,2018,USA,6-6,195,Undrafted
1173,Wilson Chandler,1610612755,201163,2018,USA,6-8,235,2007
1174,Jason Smith,1610612749,201160,2018,USA,7-0,240,2007
1176,Wesley Matthews,1610612742,202083,2018,USA,6-5,220,Undrafted
1177,DeAndre Jordan,1610612742,201599,2018,USA,6-11,265,2008
1178,Dennis Smith Jr.,1610612742,1628372,2018,USA,6-2,205,2017
1179,Trey Burke,1610612752,203504,2018,USA,6-0,185,2013
1180,Tim Hardaway Jr.,1610612752,203501,2018,USA,6-5,205,2013
1181,Courtney Lee,1610612752,201584,2018,USA,6-5,215,2008
1182,Gary Payton II,1610612764,1627780,2018,USA,6-2,195,Undrafted
1183,Wade Baldwin IV,1610612757,1627735,2018,USA,6-4,200,2016
1184,Nik Stauskas,1610612757,203917,2018,Canada,6-6,207,2014
1185,Kalin Lucas,1610612765,203564,2018,USA,6-1,195,Undrafted
1186,Timothe Luwawu-Cabarrot,1610612760,1627789,2018,France,6-7,215,2016
1187,Jonathon Simmons,1610612753,203613,2018,USA,6-6,195,2012
1188,Ben McLemore,1610612758,203463,2018,USA,6-3,195,2013
1189,Quincy Acy,1610612756,203112,2018,USA,6-7,240,2012
1190,Omri Casspi,1610612763,201956,2018,Israel,6-9,225,2009
1191,Cameron Payne,1610612739,1626166,2018,USA,6-1,183,2015
1193,Malachi Richardson,1610612761,1627781,2018,USA,6-6,205,2016
1194,Lonzo Ball,1610612747,1628366,2018,USA,6-6,190,2017
1195,James Nunnally,1610612745,203263,2018,USA,6-7,205,Undrafted
1196,Henry Ellenson,1610612765,1627740,2018,USA,6-10,240,2016
1197,Kenneth Faried,1610612751,202702,2018,USA,6-8,220,2011
1198,Jalen Jones,1610612739,1627883,2018,USA,6-7,220,2016
1200,James Nunnally,1610612750,203263,2018,USA,6-7,205,Undrafted
1201,Ron Baker,1610612764,1627758,2018,USA,6-4,220,Undrafted
1202,Lorenzo Brown,1610612761,203485,2018,USA,6-5,189,2013
1203,Michael Carter-Williams,1610612745,203487,2018,USA,6-5,190,2013
1204,Patrick McCaw,1610612739,1627775,2018,USA,6-7,181,2016
1205,Demetrius Jackson,1610612755,1627743,2018,USA,6-1,201,2016
1206,Miles Plumlee,1610612737,203101,2018,USA,6-11,249,2012
1207,Justin Holiday,1610612741,203200,2018,USA,6-6,180,Undrafted
1208,Cameron Payne,1610612741,1626166,2018,USA,6-1,183,2015
1209,Wayne Selden,1610612763,1627782,2018,USA,6-4,232,2016
1210,MarShon Brooks,1610612763,202705,2018,USA,6-5,200,2011
1211,Eric Moreland,1610612756,203961,2018,USA,6-10,238,Undrafted
1212,Milos Teodosic,1610612746,1628462,2018,Serbia,6-5,196,Undrafted
1214,Trevon Bluiett,1610612740,1629129,2018,USA,6-6,198,2018
1215,Andrew Harrison,1610612740,1626150,2018,USA,6-6,213,2015
1216,Markieff Morris,1610612764,202693,2018,USA,6-9,245,2011
1217,Nick Young,1610612743,201156,2018,USA,6-7,210,2007
1219,Keenan Evans,1610612765,1629037,2018,USA,,,Undrafted
1220,Jaylen Morris,1610612749,1628537,2018,USA,6-5,185,Undrafted
1221,Okaro White,1610612764,1627855,2018,USA,6-8,205,Undrafted
1222,DeVaughn Akoon-Purcell,1610612743,1629152,2018,Trinidad and Tobago,6-6,200,2016
1223,Kelly Oubre Jr.,1610612764,1626162,2018,USA,6-6,203,2015
1224,Austin Rivers,1610612764,203085,2018,USA,6-4,200,2012
1225,Trevor Ariza,1610612756,2772,2018,USA,6-8,215,2004
1226,Jonas Valanciunas,1610612761,202685,2018,Lithuania,6-11,265,2011
1227,Ron Baker,1610612752,1627758,2018,USA,6-4,220,Undrafted
1228,Zach Lofton,1610612765,1629155,2018,USA,6-4,180,Undrafted
1229,George King,1610612756,1628994,2018,USA,6-6,220,2018
1230,DJ Stephens,1610612763,203474,2018,USA,6-5,188,Undrafted
1231,Matthew Dellavedova,1610612749,203521,2018,Australia,6-3,200,Undrafted
1232,George Hill,1610612739,201588,2018,USA,6-4,188,2008
1233,Jason Smith,1610612764,201160,2018,USA,7-0,240,2007
1234,Andrew Harrison,1610612739,1626150,2018,USA,6-6,213,2015
1235,Ike Anigbogu,1610612754,1628387,2018,USA,6-10,250,2017
1236,Sam Dekker,1610612739,1626155,2018,USA,6-8,219,2015
1237,Tyler Davis,1610612760,1629093,2018,USA,6-10,266,Undrafted
1238,Isaiah Canaan,1610612756,203477,2018,USA,6-0,200,2013
1239,Kyle Korver,1610612739,2594,2018,USA,6-7,212,2003
1240,Alec Burks,1610612762,202692,2018,USA,6-6,214,2011
1241,Dwight Howard,1610612764,2730,2018,USA,6-10,265,2004
1242,Markelle Fultz,1610612755,1628365,2018,USA,6-4,209,2017
1243,JR Smith,1610612739,2747,2018,USA,6-6,220,2004
1244,John Henson,1610612749,203089,2018,USA,6-9,219,2012
1245,Carmelo Anthony,1610612745,2546,2018,USA,6-7,238,2003
1246,Jimmy Butler,1610612750,202710,2018,USA,6-7,230,2011
1247,Robert Covington,1610612755,203496,2018,USA,6-7,209,Undrafted
1248,Dario Saric,1610612755,203967,2018,Croatia,6-10,225,2014
1249,Tyson Chandler,1610612756,2199,2018,USA,7-0,235,2001
1250,Andrew Harrison,1610612763,1626150,2018,USA,6-6,213,2015
1251,Zhou Qi,1610612745,1627753,2018,China,7-1,210,2016
1252,Ray Spalding,1610612742,1629034,2018,USA,6-9,225,2018
1253,Luc Mbah a Moute,1610612746,201601,2018,Cameroon,6-8,230,2008
1254,Tyler Ulis,1610612741,1627755,2018,USA,5-10,160,2016
1255,John Holland,1610612739,204066,2018,USA,6-5,205,Undrafted
1256,Justin Patton,1610612750,1628383,2018,USA,6-11,241,2017
1258,Kalin Lucas,1610612758,203564,2018,USA,6-1,195,Undrafted
1259,Zach Randolph,1610612758,2216,2018,USA,6-9,250,2001
1260,Cameron Reynolds,1610612758,1629244,2018,USA,6-7,225,Undrafted
1261,Cameron Oliver,1610612757,1628419,2018,USA,6-8,239,Undrafted
1262,Chinanu Onuaku,1610612757,1627778,2018,USA,6-10,245,2016
1263,Gary Payton II,1610612757,1627780,2018,USA,6-2,195,Undrafted
1264,Reggie Hearn,1610612765,203687,2018,USA,6-5,210,2013
1265,Emanuel Terry,1610612739,1629150,2018,USA,6-9,220,Undrafted
1266,Bonzie Colson,1610612739,1629045,2018,USA,6-6,225,Undrafted
1267,Billy Preston,1610612739,1629009,2018,USA,,,Undrafted
1268,Isaiah Taylor,1610612739,1627819,2018,USA,6-3,170,2016
1269,Travis Wear,1610612747,204037,2018,USA,6-10,225,Undrafted
1270,Jeffrey Carroll,1610612747,1629050,2018,USA,,,Undrafted
1271,Brandon Sampson,1610612745,1629102,2018,USA,6-5,184,2018
1272,Angel Rodriguez,1610612745,1629285,2018,Puerto Rico,,,Undrafted
1273,Tim Bond,1610612745,1629260,2018,USA,,,Undrafted
1274,Bruno Caboclo,1610612745,203998,2018,Brazil,6-9,218,2014
1275,Markel Crawford,1610612763,1629156,2018,USA,,,2018
1276,Brandon Goodwin,1610612763,1629164,2018,USA,6-0,180,Undrafted
1277,Doral Moore,1610612763,1629078,2018,USA,,,2018
1278,Darius Johnson-Odom,1610612750,203130,2018,USA,6-2,215,2012
1279,Jonathan Stark,1610612750,1629236,2018,USA,,,Undrafted
1280,Tyler Zeller,1610612749,203092,2018,USA,6-11,250,2012
1281,Zach Smith,1610612766,1629146,2018,USA,,,Undrafted
1282,Yanyuhang Ding,1610612742,1629142,2018,China,,,Undrafted
1283,Xavier Silas,1610612743,202918,2018,USA,6-5,205,2011
1284,Antonius Cleveland,1610612741,1628499,2018,USA,6-5,195,Undrafted
1285,Kaiser Gates,1610612741,1629232,2018,USA,,,2018
1286,Derrick Walton Jr.,1610612741,1628476,2018,USA,6-0,185,Undrafted
1287,Okaro White,1610612759,1627855,2018,USA,6-8,205,Undrafted
1288,Nick Johnson,1610612759,203910,2018,USA,6-3,202,2014
1289,Braian Angola-Rodas,1610612753,1629132,2018,Colombia,,,Undrafted
1290,Timofey Mozgov,1610612753,202389,2018,Russia,7-1,275,Undrafted
1291,RJ Hunter,1610612737,1626154,2018,USA,6-5,185,2015
1292,Thomas Robinson,1610612737,203080,2018,USA,6-10,237,2012
1293,C.J. Anderson,1610612737,1629190,2018,USA,,,Undrafted
1294,Briante Weber,1610612748,1627362,2018,USA,6-2,165,Undrafted
1295,Raphiael Putney,1610612748,204192,2018,USA,,,Undrafted
1296,Rodney Purvis,1610612748,1628681,2018,USA,6-4,205,Undrafted
1297,Jarnell Stokes,1610612748,203950,2018,USA,6-9,255,2014
1298,Jeffrey Coby,1610612752,1629352,2018,USA,,,Undrafted
1299,Joakim Noah,1610612752,201149,2018,USA,6-11,232,2007
1300,Kristaps Porzingis,1610612752,204001,2018,Latvia,7-3,240,2015
1301,Jairus Lyles,1610612762,1629131,2018,USA,,,Undrafted
1302,Isaiah Cousins,1610612762,1627766,2018,USA,,,2016
1303,Isaac Haas,1610612762,1629036,2018,USA,,,2018
1304,Kay Felder,1610612761,1627770,2018,USA,5-9,176,2016
1305,Kyle Collinsworth,1610612761,1627858,2018,USA,6-6,210,2016
1306,Deng Adel,1610612761,1629061,2018,South Sudan,6-7,200,2018
1307,Jarrett Jack,1610612740,101127,2018,USA,6-3,200,2005
1308,Alexis Ajinca,1610612740,201582,2018,France,7-2,248,2008
1309,Garlon Green,1610612740,203629,2018,,,,Undrafted
1310,Brandon McCoy,1610612740,1629000,2018,USA,,,Undrafted
1311,Darius Morris,1610612740,202721,2018,USA,6-4,195,2011
1312,Troy Williams,1610612740,1627786,2018,USA,6-7,218,Undrafted
1313,DeAndre Liggins,1610612748,202732,2018,USA,6-6,209,2011
1314,Charles Cooke,1610612748,1628429,2018,USA,6-5,196,Undrafted
1315,Tyler Ulis,1610612744,1627755,2018,USA,5-10,160,2016
1316,Will Cherry,1610612744,203805,2018,USA,,,Undrafted
1317,Danuel House Jr.,1610612744,1627863,2018,USA,6-6,220,Undrafted
1318,Kendrick Nunn,1610612744,1629134,2018,USA,6-3,190,Undrafted
1319,Elijah Stewart,1610612754,1629136,2018,USA,,,Undrafted
1320,Ben Moore,1610612754,1628500,2018,USA,6-8,220,Undrafted
1321,Omari Johnson,1610612754,204179,2018,Jamaica,6-9,220,Undrafted
1322,Shaquille Harrison,1610612756,1627885,2018,USA,6-4,195,Undrafted
1323,Davon Reed,1610612756,1628432,2018,USA,6-5,206,2017
1324,Josh Huestis,1610612759,203962,2018,USA,6-7,230,2014
1326,Jordan McLaughlin,1610612751,1629162,2018,USA,6-0,185,Undrafted
1327,Nuni Omot,1610612751,1629245,2018,Kenya,,,Undrafted
1328,Lavoy Allen,1610612764,202730,2018,USA,6-9,260,2011
1330,Tiwian Kendley,1610612764,1629186,2018,USA,,,Undrafted
1331,Jodie Meeks,1610612764,201975,2018,USA,6-4,210,2009
1332,Johnny Hamilton,1610612765,1629148,2018,USA,,,Undrafted
1334,Donald Sloan,1610612743,202388,2018,USA,6-3,205,Undrafted
1335,Jawun Evans,1610612746,1628393,2018,USA,6-0,190,2017
1336,Wesley Johnson,1610612746,202325,2018,USA,6-7,215,2010
1337,Desi Rodriguez,1610612746,1629184,2018,USA,,,2018
1338,Shabazz Muhammad,1610612749,203498,2018,USA,6-6,221,2013
1340,KJ McDaniels,1610612760,203909,2018,USA,6-6,205,2014
1341,Bryce Alford,1610612760,1628576,2018,USA,,,Undrafted
1343,Jalen Jones,1610612742,1627883,2018,USA,6-7,220,2016
1344,Codi Miller-McIntyre,1610612742,1629149,2018,USA,,,Undrafted
1345,Emeka Okafor,1610612755,2731,2018,USA,6-10,255,2004
1346,Anthony Brown,1610612755,1626148,2018,USA,6-7,224,2015
1347,Jerryd Bayless,1610612755,201573,2018,USA,6-3,200,2008
1349,Omer Asik,1610612741,201600,2018,Turkey,7-0,255,2008
1351,Jaylen Barford,1610612766,1628965,2018,USA,,,Undrafted
1352,Isaiah Wilkins,1610612766,1629145,2018,USA,,,Undrafted
1354,Levi Randolph,1610612739,1626260,2018,USA,,,2015
1355,Darrell Arthur,1610612756,201589,2018,USA,6-9,235,2008
1356,Rob Gray,1610612745,1629154,2018,USA,,,Undrafted
1357,Jaron Blossomgame,1610612759,1628417,2018,USA,6-8,220,2017
1358,Ismaila Kane,1610612763,1629226,2018,Senegal,,,Undrafted
1359,Joel Berry II,1610612747,1629137,2018,USA,,,2018
1360,Walt Lemon Jr.,1610612738,1627215,2018,USA,6-3,180,2014
1361,Marcus Georges-Hunt,1610612738,1627875,2018,USA,6-5,226,Undrafted
1362,Jeff Roberson,1610612738,1629166,2018,USA,,,2018
1363,Nick King,1610612738,1629165,2018,USA,,,Undrafted
1364,Jabari Bird,1610612738,1628444,2018,USA,6-6,198,2017
1365,Chris McCullough,1610612765,1626191,2018,USA,6-9,215,2015
1366,Jamel Artis,1610612758,1628503,2018,USA,6-7,213,Undrafted
1367,Cole Aldrich,1610612737,202332,2018,USA,6-11,253,2010
1368,Malik Newman,1610612748,1629005,2018,USA,6-3,190,2018
1369,Tyrius Walker,1610612752,1629246,2018,USA,,,Undrafted
1370,Marcus Lee,1610612748,1629159,2018,USA,,,2018
1371,Trey Lewis,1610612762,1629163,2018,USA,,,Undrafted
1372,Emanuel Terry,1610612743,1629150,2018,USA,6-9,220,Undrafted
1373,Justin Bibbs,1610612738,1629167,2018,USA,,,2018
1376,JaVale McGee,1610612744,201580,2017,USA,7-0,270,2008
1382,Nick Young,1610612744,201156,2017,USA,6-7,210,2007
1383,David West,1610612744,2561,2017,USA,6-9,250,2003
1385,Zaza Pachulia,1610612744,2585,2017,Georgia,6-11,270,2003
1386,Patrick McCaw,1610612744,1627775,2017,USA,6-7,181,2016
1387,LeBron James,1610612739,2544,2017,USA,6-9,250,2003
1393,Jeff Green,1610612739,201145,2017,USA,6-8,235,2007
1397,Jose Calderon,1610612739,101181,2017,Spain,6-3,200,Undrafted
1401,Trevor Ariza,1610612745,2772,2017,USA,6-8,215,2004
1408,Joe Johnson,1610612745,2207,2017,USA,6-7,240,2001
1409,Tarik Black,1610612745,204028,2017,USA,6-9,250,Undrafted
1410,Aaron Jackson,1610612745,1628935,2017,USA,6-3,183,Undrafted
1411,Luc Mbah a Moute,1610612745,201601,2017,Cameroon,6-8,230,2008
1414,Kendrick Perkins,1610612739,2570,2017,USA,6-10,270,2003
1422,Shane Larkin,1610612738,203499,2017,USA,5-11,175,2013
1424,Abdel Nader,1610612738,1627846,2017,Egypt,6-5,225,2016
1433,Marco Belinelli,1610612755,201158,2017,Italy,6-5,220,2007
1434,Ersan Ilyasova,1610612755,101141,2017,Turkey,6-9,235,2005
1436,Justin Anderson,1610612755,1626147,2017,USA,6-5,231,2015
1439,Richaun Holmes,1610612755,1626158,2017,USA,6-8,235,2015
1449,Jonas Jerebko,1610612762,201973,2017,Sweden,6-10,231,2009
1451,David Stockton,1610612762,204065,2017,USA,5-11,165,2014
1457,Rajon Rondo,1610612740,200765,2017,USA,6-1,180,2006
1461,Jordan Crawford,1610612740,202348,2017,USA,6-5,195,2010
1464,DeAndre Liggins,1610612740,202732,2017,USA,6-6,209,2011
1465,Emeka Okafor,1610612740,2731,2017,USA,6-10,255,2004
1469,DeMar DeRozan,1610612761,201942,2017,USA,6-6,220,2009
1475,Lucas Nogueira,1610612761,203512,2017,Brazil,7-0,220,2013
1477,Jakob Poeltl,1610612761,1627751,2017,Austria,7-1,245,2016
1486,Lance Stephenson,1610612754,202362,2017,USA,6-5,210,2010
1488,Trevor Booker,1610612754,202344,2017,USA,6-8,228,2010
1489,Al Jefferson,1610612754,2744,2017,USA,6-10,280,2004
1491,Glenn Robinson III,1610612754,203922,2017,USA,6-6,222,2014
1492,Joe Young,1610612754,1626202,2017,USA,6-2,185,2015
1498,Jabari Parker,1610612749,203953,2017,USA,6-7,245,2014
1502,Jason Terry,1610612749,1891,2017,USA,6-2,185,1999
1505,Brandon Jennings,1610612749,201943,2017,USA,6-1,170,2009
1508,Marcin Gortat,1610612764,101162,2017,Poland,6-11,240,2005
1511,Mike Scott,1610612764,203118,2017,USA,6-7,237,2012
1514,Ty Lawson,1610612764,201951,2017,USA,5-11,195,2009
1515,Tim Frazier,1610612764,204025,2017,USA,6-0,170,Undrafted
1516,Chris McCullough,1610612764,1626191,2017,USA,6-9,215,2015
1517,Ramon Sessions,1610612764,201196,2017,USA,6-3,190,2007
1520,Carmelo Anthony,1610612760,2546,2017,USA,6-7,238,2003
1522,Corey Brewer,1610612760,201147,2017,USA,6-9,188,2007
1526,Josh Huestis,1610612760,203962,2017,USA,6-7,230,2014
1529,Nick Collison,1610612760,2555,2017,USA,6-10,255,2003
1531,Dakari Johnson,1610612760,1626177,2017,USA,7-0,255,2015
1540,Jamal Crawford,1610612750,2037,2017,USA,6-5,200,2000
1541,Nemanja Bjelica,1610612750,202357,2017,Serbia,6-9,234,2010
1543,Marcus Georges-Hunt,1610612750,1627875,2017,USA,6-5,226,Undrafted
1544,Cole Aldrich,1610612750,202332,2017,USA,6-11,253,2010
1545,Aaron Brooks,1610612750,201166,2017,USA,6-0,161,2007
1549,Alfonzo McKinnie,1610612761,1628035,2017,USA,6-7,215,Undrafted
1561,Luke Babbitt,1610612748,202337,2017,USA,6-9,225,2010
1563,Timothe Luwawu-Cabarrot,1610612755,1627789,2017,France,6-7,215,2016
1564,Danny Green,1610612759,201980,2017,USA,6-6,215,2009
1569,Manu Ginobili,1610612759,1938,2017,Argentina,6-6,205,1999
1570,Kyle Anderson,1610612759,203937,2017,USA,6-9,230,2014
1572,Tony Parker,1610612759,2225,2017,France,6-2,185,2001
1575,Joffrey Lauvergne,1610612759,203530,2017,France,6-11,260,2013
1583,Pat Connaughton,1610612757,1626192,2017,USA,6-5,209,2015
1584,Ed Davis,1610612757,202334,2017,USA,6-9,218,2010
1588,Shabazz Napier,1610612757,203894,2017,USA,6-0,175,2014
1590,Alex Poythress,1610612754,1627816,2017,USA,6-9,235,Undrafted
1592,Brandon Paul,1610612759,203464,2017,USA,6-4,200,Undrafted
1593,Chinanu Onuaku,1610612745,1627778,2017,USA,6-10,245,2016
1596,Wilson Chandler,1610612743,201163,2017,USA,6-8,235,2007
1603,Devin Harris,1610612743,2734,2017,USA,6-3,185,2004
1605,Darrell Arthur,1610612743,201589,2017,USA,6-9,235,2008
1607,Richard Jefferson,1610612743,2210,2017,USA,6-7,233,2001
1609,RJ Hunter,1610612745,1626154,2017,USA,6-5,185,2015
1611,JaKarr Sampson,1610612758,203960,2017,USA,6-7,214,Undrafted
1616,Jack Cooley,1610612758,204022,2017,USA,6-10,274,Undrafted
1617,Nigel Hayes,1610612758,1628502,2017,USA,6-7,254,Undrafted
1618,Vince Carter,1610612758,1713,2017,USA,6-6,220,1998
1619,Bruno Caboclo,1610612758,203998,2017,Brazil,6-9,218,2014
1622,Garrett Temple,1610612758,202066,2017,USA,6-6,195,Undrafted
1625,Julius Randle,1610612747,203944,2017,USA,6-8,250,2014
1626,Brook Lopez,1610612747,201572,2017,USA,7-1,282,2008
1630,Gary Payton II,1610612747,1627780,2017,USA,6-2,195,Undrafted
1631,Tyler Ennis,1610612747,203898,2017,Canada,6-3,194,2014
1634,Thomas Bryant,1610612747,1628418,2017,USA,6-10,248,2017
1635,Channing Frye,1610612747,101112,2017,USA,7-0,255,2005
1638,DeAndre Jordan,1610612746,201599,2017,USA,6-11,265,2008
1640,Austin Rivers,1610612746,203085,2017,USA,6-4,200,2012
1642,C.J. Williams,1610612746,203710,2017,USA,6-5,226,2012
1644,Sam Dekker,1610612746,1626155,2017,USA,6-8,219,2015
1650,Deyonta Davis,1610612763,1627738,2017,USA,6-11,237,2016
1651,Ben McLemore,1610612763,203463,2017,USA,6-3,195,2013
1652,Kobi Simmons,1610612763,1628424,2017,USA,6-5,180,Undrafted
1653,Omari Johnson,1610612763,204179,2017,Jamaica,6-9,220,Undrafted
1655,Mario Chalmers,1610612763,201596,2017,USA,6-2,190,2008
1656,Myke Henry,1610612763,1627988,2017,USA,6-6,210,2016
1659,Jarell Martin,1610612763,1626185,2017,USA,6-10,239,2015
1661,Daniel Hamilton,1610612760,1627772,2017,USA,6-7,195,2016
1662,Charles Cooke,1610612740,1628429,2017,USA,6-5,196,Undrafted
1664,Anthony Tolliver,1610612765,201229,2017,USA,6-8,240,Undrafted
1665,Eric Moreland,1610612765,203961,2017,USA,6-10,238,Undrafted
1668,James Ennis III,1610612765,203516,2017,USA,6-6,215,2013
1672,Kay Felder,1610612765,1627770,2017,USA,5-9,176,2016
1674,Dwight Buycks,1610612765,202779,2017,USA,6-3,190,Undrafted
1675,Jameer Nelson,1610612765,2749,2017,USA,6-0,190,2004
1676,David Nwaba,1610612741,1628021,2017,USA,6-5,219,Undrafted
1679,Sean Kilpatrick,1610612741,203930,2017,USA,6-4,212,Undrafted
1681,Jerian Grant,1610612741,1626170,2017,USA,6-4,198,2015
1688,Mario Hezonja,1610612753,1626209,2017,Croatia,6-8,220,2015
1693,Jamel Artis,1610612753,1628503,2017,USA,6-7,213,Undrafted
1695,Arron Afflalo,1610612753,201167,2017,USA,6-5,210,2007
1697,Bismack Biyombo,1610612753,202687,2017,DRC,6-8,255,2011
1698,Shelvin Mack,1610612753,202714,2017,USA,6-3,203,2011
1699,Rodney Purvis,1610612753,1628681,2017,USA,6-4,205,Undrafted
1700,Marreese Speights,1610612753,201578,2017,USA,6-10,255,2008
1702,Michael Beasley,1610612752,201563,2017,USA,6-9,235,2008
1704,Kyle O'Quinn,1610612752,203124,2017,USA,6-9,250,2012
1710,Jarrett Jack,1610612752,101127,2017,USA,6-3,200,2005
1714,London Perrantes,1610612739,1628506,2017,USA,6-2,190,2017
1720,Nik Stauskas,1610612751,203917,2017,Canada,6-6,207,2014
1721,Quincy Acy,1610612751,203112,2017,USA,6-7,240,2012
1722,Dante Cunningham,1610612751,201967,2017,USA,6-8,230,2009
1723,Milton Doyle,1610612751,1628495,2017,USA,6-4,180,2017
1724,James Webb III,1610612751,1627821,2017,USA,6-9,202,2016
1725,Timofey Mozgov,1610612751,202389,2017,Russia,7-1,275,Undrafted
1727,Jahlil Okafor,1610612751,1626143,2017,USA,6-10,270,2015
1730,Kadeem Allen,1610612738,1628443,2017,USA,6-1,200,2017
1733,Dwight Howard,1610612766,2730,2017,USA,6-10,265,2004
1739,Julyan Stone,1610612766,202933,2017,USA,6-6,200,Undrafted
1741,Marcus Paige,1610612766,1627779,2017,USA,6-0,164,2016
1749,Damion Lee,1610612737,1627814,2017,USA,6-5,210,Undrafted
1750,Isaiah Taylor,1610612737,1627819,2017,USA,6-3,170,2016
1752,Mike Muscala,1610612737,203488,2017,USA,6-11,240,2013
1754,Antonius Cleveland,1610612737,1628499,2017,USA,6-5,195,Undrafted
1755,Tyler Cavanaugh,1610612737,1628463,2017,USA,6-9,238,Undrafted
1756,Josh Magette,1610612737,203705,2017,USA,6-1,160,2012
1757,Andrew White III,1610612737,1628510,2017,USA,6-7,210,2017
1758,Danuel House Jr.,1610612756,1627863,2017,USA,6-6,220,Undrafted
1760,Alex Len,1610612756,203458,2017,Ukraine,7-2,250,2013
1763,Tyler Ulis,1610612756,1627755,2017,USA,5-10,160,2016
1764,Jared Dudley,1610612756,201162,2017,USA,6-6,237,2007
1765,Alec Peters,1610612756,1628409,2017,USA,6-9,235,2017
1770,Johnathan Motley,1610612742,1628405,2017,USA,6-8,230,Undrafted
1772,Aaron Harrison,1610612742,1626151,2017,USA,6-6,210,Undrafted
1773,Kyle Collinsworth,1610612742,1627858,2017,USA,6-6,210,2016
1776,Yogi Ferrell,1610612742,1627812,2017,USA,6-0,178,Undrafted
1777,Doug McDermott,1610612742,203926,2017,USA,6-6,225,2014
1779,Nerlens Noel,1610612742,203457,2017,USA,6-10,220,2013
1780,Tim Quarterman,1610612745,1627817,2017,USA,6-6,190,2016
1783,Noah Vonleh,1610612741,203943,2017,USA,6-10,257,2014
1787,Jeremy Evans,1610612737,202379,2017,USA,6-9,200,2010
1791,Georgios Papagiannis,1610612757,1627834,2017,Greece,7-1,240,2016
1792,Xavier Munford,1610612749,204098,2017,USA,6-4,173,2014
1793,Marshall Plumlee,1610612749,1627850,2017,USA,7-0,250,Undrafted
1796,Jaylen Morris,1610612737,1628537,2017,USA,6-5,185,Undrafted
1799,Marquese Chriss,1610612756,1627737,2017,USA,6-9,240,2016
1804,Jordan Mickey,1610612748,1626175,2017,USA,6-8,235,2015
1805,Derrick Walton Jr.,1610612748,1628476,2017,USA,6-0,185,Undrafted
1806,Xavier Silas,1610612738,202918,2017,USA,6-5,205,2011
1807,Marquis Teague,1610612763,203104,2017,USA,6-2,189,2012
1808,Larry Drew II,1610612740,203580,2017,USA,6-2,180,Undrafted
1809,Darrun Hilliard,1610612759,1626199,2017,USA,6-6,220,2015
1810,Luol Deng,1610612747,2736,2017,United Kingdom,6-9,237,2004
1814,Alan Williams,1610612756,1626210,2017,USA,6-8,265,Undrafted
1818,Kenneth Faried,1610612743,202702,2017,USA,6-8,220,2011
1821,Anthony Brown,1610612750,1626148,2017,USA,6-7,224,2015
1824,Treveon Graham,1610612766,1626203,2017,USA,6-5,219,Undrafted
1825,Troy Williams,1610612752,1627786,2017,USA,6-7,218,Undrafted
1826,Amile Jefferson,1610612750,1628518,2017,USA,6-9,222,2017
1827,Dennis Schroder,1610612737,203471,2017,Germany,6-1,172,2013
