,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR
3290,Tony Wroten,1610612755,203100,2015,USA,6-6,205,2012
3291,Ish Smith,1610612740,202397,2015,USA,6-0,175,Undrafted
3292,Ryan Hollins,1610612764,200797,2015,USA,7-0,240,2006
3293,Joe Harris,1610612739,203925,2015,USA,6-6,220,2014
3294,Phil Pressey,1610612755,203515,2015,USA,5-11,175,Undrafted
3295,Jimmer Fredette,1610612740,202690,2015,USA,6-2,195,2011
3296,Beno Udrih,1610612763,2757,2015,Slovenia,6-3,205,2004
3297,Jarnell Stokes,1610612763,203950,2015,USA,6-9,255,2014
3298,Mario Chalmers,1610612748,201596,2015,USA,6-2,190,2008
3299,James Ennis III,1610612748,203516,2015,USA,6-6,215,2013
3300,Chuck Hayes,1610612745,101236,2015,USA,6-6,240,Undrafted
3301,Erick Green,1610612743,203475,2015,USA,6-4,185,2013
3302,Nate Robinson,1610612740,101126,2015,USA,5-9,180,2005
3303,Jamil Wilson,1610612742,203966,2015,USA,6-7,229,Undrafted
3305,Joshua Smith,1610612745,1626288,2015,USA,,,Undrafted
3306,Arsalan Kazemi,1610612745,203529,2015,Iran,,,2013
3307,Denzel Livingston,1610612745,1626269,2015,USA,,,Undrafted
3308,Chris Walker,1610612745,1626217,2015,USA,,,Undrafted
3309,Reggie Williams,1610612759,202130,2015,USA,6-6,205,Undrafted
3310,Lorenzo Brown,1610612750,203485,2015,USA,6-5,189,2013
3311,Kleon Penn,1610612750,1626285,2015,British Virgin Islands,,,Undrafted
3312,Nick Wiggins,1610612750,204289,2015,Canada,,,Undrafted
3314,Tre Kelley,1610612748,201645,2015,USA,,,Undrafted
3315,John Lucas III,1610612748,101249,2015,USA,5-11,166,Undrafted
3316,Greg Whittington,1610612748,204222,2015,USA,6-8,210,Undrafted
3317,Bo McCalebb,1610612740,1627322,2015,USA,,,Undrafted
3318,Jeff Adrien,1610612740,202399,2015,USA,,,Undrafted
3319,Yakhouba Diawara,1610612763,200821,2015,USA,6-7,225,Undrafted
3320,Lazeric Jones,1610612763,1626272,2015,USA,,,Undrafted
3321,Sampson Carter,1610612763,1627258,2015,USA,,,Undrafted
3322,Nnanna Egwu,1610612753,1626295,2015,Nigeria,,,Undrafted
3323,Earl Barron,1610612737,2853,2015,USA,7-0,250,Undrafted
3324,DeQuan Jones,1610612737,203199,2015,USA,6-8,221,Undrafted
3325,Danny Granger,1610612765,101122,2015,USA,6-9,222,2005
3326,Josh Harrellson,1610612764,202725,2015,USA,6-10,275,2011
3328,Jaron Johnson,1610612764,204189,2015,USA,,,Undrafted
3329,Toure' Murry,1610612764,203315,2015,USA,6-5,195,Undrafted
3330,Jaleel Roberts,1610612764,1626294,2015,USA,,,Undrafted
3331,Michale Kyser,1610612761,1626252,2015,USA,,,Undrafted
3332,Ronald Roberts Jr.,1610612761,204040,2015,USA,,,Undrafted
3333,Shannon Scott,1610612761,1626263,2015,USA,,,Undrafted
3334,Axel Toupane,1610612761,1626253,2015,France,6-7,210,Undrafted
3335,Pierre Jackson,1610612755,203510,2015,USA,5-10,180,2013
3336,Jordan McRae,1610612755,203895,2015,USA,6-5,179,2014
3337,JP Tokoto,1610612755,1626160,2015,USA,,,2015
3338,Furkan Aldemir,1610612755,203128,2015,Turkey,6-10,240,2012
3340,Scottie Wilbekin,1610612755,203959,2015,USA,,,Undrafted
3341,Perry Jones III,1610612738,203103,2015,USA,6-11,235,2012
3342,Corey Walden,1610612738,1626258,2015,USA,,,Undrafted
3343,Damien Wilkins,1610612766,2863,2015,USA,6-6,217,Undrafted
3344,Jason Washburn,1610612766,1626279,2015,USA,,,Undrafted
3345,Elliot Williams,1610612766,202343,2015,USA,6-5,190,2010
3346,Sam Thompson,1610612766,1626280,2015,USA,,,Undrafted
3347,Toney Douglas,1610612754,201962,2015,USA,6-2,195,2009
3348,CJ Fair,1610612754,203927,2015,USA,,,Undrafted
3349,Kadeem Jack,1610612754,1627292,2015,USA,,,2015
3350,Wesley Saunders,1610612752,1626201,2015,USA,,,Undrafted
3351,DaJuan Summers,1610612752,201969,2015,USA,6-8,240,2009
3352,Darion Atkins,1610612752,1626276,2015,USA,,,Undrafted
3353,Travis Trice II,1610612752,1626275,2015,USA,,,Undrafted
3354,Nick Johnson,1610612743,203910,2015,USA,6-3,202,2014
3355,Devin Sweetney,1610612743,202464,2015,USA,,,Undrafted
3356,Chris Babb,1610612744,203569,2015,USA,6-5,225,Undrafted
3357,Jarell Eddie,1610612744,204067,2015,USA,6-7,218,Undrafted
3358,Xavier Henry,1610612744,202333,2015,USA,6-6,220,2010
3359,Chris Udofia,1610612744,1627224,2015,USA,,,Undrafted
3360,Jabari Brown,1610612747,203913,2015,USA,6-5,214,2014
3361,Jonathan Holmes,1610612747,1626182,2015,USA,,,Undrafted
3362,Omari Johnson,1610612757,204179,2015,Jamaica,6-9,220,Undrafted
3363,Phil Pressey,1610612757,203515,2015,USA,5-11,175,Undrafted
3364,Chuck Hayes,1610612746,101236,2015,USA,6-6,240,Undrafted
3365,Henry Sims,1610612756,203156,2015,USA,6-10,248,Undrafted
3366,Jarrid Famous,1610612742,202820,2015,,,,Undrafted
3367,Samuel Dalembert,1610612742,2223,2015,Haiti,6-11,255,2001
3368,Maurice Ndour,1610612742,1626254,2015,Senegal,6-9,200,Undrafted
3369,Terran Petteway,1610612737,1626189,2015,USA,,,Undrafted
3370,Jordan Bachynski,1610612765,203947,2015,Canada,,,Undrafted
3371,Cartier Martin,1610612765,201858,2015,USA,6-7,220,Undrafted
3372,Adonis Thomas,1610612765,203519,2015,USA,6-7,240,Undrafted
3373,Chris Douglas-Roberts,1610612740,201604,2015,USA,6-7,210,2008
3374,Sean Kilpatrick,1610612740,203930,2015,USA,6-4,212,Undrafted
3375,Greg Stiemsma,1610612753,201880,2015,USA,6-11,260,Undrafted
3376,Melvin Ejim,1610612753,203929,2015,Canada,,,Undrafted
3377,Jordan Crawford,1610612741,202348,2015,USA,6-5,195,2010
3378,Marcus Simmons,1610612741,204136,2015,USA,,,Undrafted
3379,Marcus Landry,1610612749,202068,2015,USA,6-7,230,Undrafted
3380,Josh Powell,1610612749,2694,2015,USA,6-9,240,Undrafted
3381,Jorge Gutierrez,1610612749,203268,2015,Mexico,6-3,189,Undrafted
3382,Jimmer Fredette,1610612759,202690,2015,USA,6-2,195,2011
3383,Keifer Sykes,1610612759,1626208,2015,USA,5-11,167,Undrafted
3384,Deshaun Thomas,1610612759,203472,2015,USA,,,2013
3385,Talib Zanna,1610612760,204075,2015,Nigeria,,,Undrafted
3386,Michael Qualls,1610612760,1626180,2015,USA,,,Undrafted
3387,Julyan Stone,1610612760,202933,2015,USA,6-6,200,Undrafted
3388,Dez Wells,1610612760,1626190,2015,USA,,,Undrafted
3390,Michael Frazier,1610612747,1626187,2015,USA,6-3,200,Undrafted
3391,Robert Upshaw,1610612747,1626193,2015,USA,,,Undrafted
3392,Will Cummings,1610612745,1626270,2015,USA,,,Undrafted
3393,Jeremy Tyler,1610612745,202719,2015,USA,6-10,250,2011
3394,Jack Cooley,1610612739,204022,2015,USA,6-10,274,Undrafted
3395,Dionte Christmas,1610612739,202091,2015,USA,,,Undrafted
3396,DJ Stephens,1610612739,203474,2015,USA,6-5,188,Undrafted
3397,Austin Daye,1610612739,201948,2015,USA,6-11,220,2009
3398,Quinn Cook,1610612739,1626188,2015,USA,6-1,180,Undrafted
3399,Nick Minnerath,1610612739,1626305,2015,USA,,,Undrafted
3400,Justin Harper,1610612751,202712,2015,USA,6-10,225,2011
3401,Dahntay Jones,1610612751,2563,2015,USA,6-6,225,2003
3402,Ryan Boatright,1610612751,1626207,2015,USA,,,Undrafted
3403,Chris Daniels,1610612751,202808,2015,,,,Undrafted
3404,Quincy Miller,1610612751,203113,2015,USA,6-9,210,2012
3405,Malcolm Miller,1610612738,1626259,2015,USA,6-7,210,Undrafted
3406,Levi Randolph,1610612738,1626260,2015,USA,,,2015
3407,Youssou Ndoye,1610612759,1626304,2015,Senegal,,,Undrafted
3409,Oleksiy Pecherov,1610612743,200762,2015,Ukraine,7-0,234,2006
3410,Corey Hawkins,1610612748,1626186,2015,USA,,,Undrafted
3411,Treveon Graham,1610612762,1626203,2015,USA,6-5,219,Undrafted
3412,Bryce Cotton,1610612762,203955,2015,USA,6-1,165,Undrafted
3414,Chris Johnson,1610612739,202419,2015,USA,6-11,210,Undrafted
3415,Juwan Staten,1610612744,1626219,2015,USA,,,Undrafted
3416,Kyle Casey,1610612756,1626271,2015,USA,,,Undrafted
3417,Terrico White,1610612756,202358,2015,USA,6-5,213,2010
3418,Matt Janning,1610612743,202394,2015,,,,Undrafted
3419,Ben Gordon,1610612744,2732,2015,USA,6-3,205,2004
3420,Vincent Hunter,1610612758,1626205,2015,USA,6-8,208,Undrafted
3421,Marshall Henderson,1610612758,1626289,2015,USA,,,Undrafted
3422,Jordan Sibert,1610612753,1626296,2015,USA,6-4,187,2015
3423,Corey Webster,1610612740,1626290,2015,New Zealand,,,Undrafted
3424,Jerome Jordan,1610612740,202366,2015,Jamaica,7-0,253,2010
3425,Jake Anderson,1610612741,202815,2015,USA,,,Undrafted
3426,Stefhon Hannah,1610612741,202513,2015,USA,,,Undrafted
3427,Jack Cooley,1610612762,204022,2015,USA,6-10,274,Undrafted
3428,Grant Jerrett,1610612762,203511,2015,USA,6-10,232,2013
3429,Martell Webster,1610612764,101110,2015,USA,6-7,230,2005
3430,Arsalan Kazemi,1610612737,203529,2015,Iran,,,2013
3431,Edgar Sosa,1610612737,1626293,2015,Dominican Republic,,,Undrafted
3432,Tony Mitchell,1610612744,203502,2015,USA,,,2013
3433,Eric Griffin,1610612765,203547,2015, ,,,Undrafted
3434,Charlie Westbrook,1610612749,203586,2015,USA,,,Undrafted
3435,Jon Horford,1610612749,1626281,2015,USA,,,Undrafted
3436,Michael Holyfield,1610612763,1626261,2015,USA,,,Undrafted
3437,Jarell Eddie,1610612763,204067,2015,USA,6-7,218,Undrafted
3438,Nikoloz Tskitishvili,1610612746,2401,2015,Georgia,7-0,225,2002
3447,David Lee,1610612744,101135,2014,USA,6-9,245,2005
3459,Mike Miller,1610612739,2034,2014,USA,6-8,218,2000
3461,Brendan Haywood,1610612739,2217,2014,USA,7-0,263,2001
3463,Shawn Marion,1610612739,1890,2014,USA,6-7,228,1999
3465,Justin Holiday,1610612744,203200,2014,USA,6-6,180,Undrafted
3475,Joey Dorsey,1610612745,201595,2014,USA,,,2008
3476,Nick Johnson,1610612745,203910,2014,USA,6-3,202,2014
3478,Kostas Papanikolaou,1610612745,203123,2014,Greece,6-8,235,2012
3479,DeMarre Carroll,1610612737,201960,2014,USA,6-6,215,2009
3489,Pero Antic,1610612737,203544,2014,Macedonia,6-11,260,Undrafted
3490,Elton Brand,1610612737,1882,2014,USA,6-9,254,1999
3491,Austin Daye,1610612737,201948,2014,USA,6-11,220,2009
3496,Matt Barnes,1610612746,2440,2014,USA,6-7,226,2002
3503,Glen Davis,1610612746,201175,2014,USA,6-9,289,2007
3504,Spencer Hawes,1610612746,201150,2014,USA,7-1,245,2007
3505,Dahntay Jones,1610612746,2563,2014,USA,6-6,225,2003
3506,Lester Hudson,1610612746,201991,2014,USA,6-3,190,2009
3507,Hedo Turkoglu,1610612746,2045,2014,Turkey,6-10,220,2000
3508,Ekpe Udoh,1610612746,202327,2014,USA,6-10,245,2010
3509,Paul Pierce,1610612764,1718,2014,USA,6-7,235,1998
3516,Kevin Seraphin,1610612764,202338,2014,France,6-10,278,2010
3519,Rasual Butler,1610612764,2446,2014,USA,6-7,215,2002
3520,Will Bynum,1610612764,101198,2014,USA,6-0,185,Undrafted
3528,Kosta Koufos,1610612763,201585,2014,USA,7-0,245,2008
3531,Nick Calathes,1610612763,201979,2014,USA,6-6,213,2009
3534,Jon Leuer,1610612763,202720,2014,USA,6-10,228,2011
3546,Nazr Mohammed,1610612741,1737,2014,USA,6-10,250,1998
3551,Jordan Hamilton,1610612746,202706,2014,USA,6-7,220,2011
3554,Tiago Splitter,1610612759,201168,2014,Brazil,6-11,245,2007
3562,Jeff Ayres,1610612759,201965,2014,USA,6-9,250,2009
3563,Aron Baynes,1610612759,203382,2014,Australia,6-10,260,Undrafted
3564,Cory Joseph,1610612759,202709,2014,Canada,6-3,200,2011
3569,Deron Williams,1610612751,101114,2014,USA,6-3,200,2005
3570,Mason Plumlee,1610612751,203486,2014,USA,7-0,254,2013
3572,Alan Anderson,1610612751,101187,2014,USA,6-6,220,Undrafted
3573,Mirza Teletovic,1610612751,203141,2014,Bosnia and Herzegovina,6-9,242,Undrafted
3574,Jerome Jordan,1610612751,202366,2014,Jamaica,7-0,253,2010
3575,Darius Morris,1610612751,202721,2014,USA,6-4,195,2011
3576,Earl Clark,1610612751,201947,2014,USA,6-10,234,2009
3580,Zaza Pachulia,1610612749,2585,2014,Georgia,6-11,270,2003
3586,Jared Dudley,1610612749,201162,2014,USA,6-6,237,2007
3591,Nicolas Batum,1610612757,201587,2014,France,6-8,230,2008
3592,LaMarcus Aldridge,1610612757,200746,2014,USA,6-11,250,2006
3593,Robin Lopez,1610612757,201577,2014,USA,7-0,281,2008
3594,Arron Afflalo,1610612757,201167,2014,USA,6-5,210,2007
3598,Steve Blake,1610612757,2581,2014,USA,6-3,172,2003
3602,Joel Freeland,1610612757,200777,2014,United Kingdom,6-10,225,2006
3603,Alonzo Gee,1610612757,202087,2014,USA,6-6,225,Undrafted
3604,Al-Farouq Aminu,1610612742,202329,2014,USA,6-8,220,2010
3606,Tyson Chandler,1610612742,2199,2014,USA,7-0,235,2001
3607,Monta Ellis,1610612742,101145,2014,USA,6-3,185,2005
3610,Amar'e Stoudemire,1610612742,2405,2014,USA,6-10,245,2002
3613,Greg Smith,1610612742,202962,2014,USA,6-10,250,Undrafted
3615,Bernard James,1610612742,203108,2014,USA,6-10,235,2012
3616,Richard Jefferson,1610612742,2210,2014,USA,6-7,233,2001
3618,Brandon Bass,1610612738,101138,2014,USA,6-8,250,2005
3626,Gerald Wallace,1610612738,2222,2014,USA,6-7,220,2001
3628,Gigi Datome,1610612738,203540,2014,Italy,6-8,215,Undrafted
3629,Phil Pressey,1610612738,203515,2014,USA,5-11,175,Undrafted
3631,Amir Johnson,1610612761,101161,2014,USA,6-9,240,2005
3635,Lou Williams,1610612761,101150,2014,USA,6-2,175,2005
3636,Greivis Vasquez,1610612761,202349,2014,Venezuela,6-6,217,2010
3638,Tyler Hansbrough,1610612761,201946,2014,USA,,,2009
3640,Greg Stiemsma,1610612761,201880,2014,USA,6-11,260,Undrafted
3641,Landry Fields,1610612761,202361,2014,USA,6-7,215,2010
3642,Chuck Hayes,1610612761,101236,2014,USA,6-6,240,Undrafted
3656,Cory Jefferson,1610612751,203928,2014,USA,6-9,218,2014
3657,Rajon Rondo,1610612742,200765,2014,USA,6-1,180,2006
3665,Willie Green,1610612753,2584,2014,USA,6-3,205,2003
3666,Kyle O'Quinn,1610612753,203124,2014,USA,6-9,250,2012
3667,Maurice Harkless,1610612753,203090,2014,USA,6-7,220,2012
3671,Luke Ridnour,1610612753,2557,2014,USA,6-2,175,2003
3672,Nik Stauskas,1610612758,203917,2014,Canada,6-6,207,2014
3673,Carl Landry,1610612758,201171,2014,USA,6-9,248,2007
3674,Jason Thompson,1610612758,201574,2014,USA,6-11,250,2008
3676,Ray McCallum,1610612758,203492,2014,USA,6-3,190,2013
3677,Derrick Williams,1610612758,202682,2014,USA,6-8,240,2011
3678,Andre Miller,1610612758,1889,2014,USA,6-3,200,1999
3679,Ryan Hollins,1610612758,200797,2014,USA,7-0,240,2006
3682,Reggie Evans,1610612758,2501,2014,USA,6-8,245,Undrafted
3685,Jordan Hill,1610612747,201941,2014,USA,6-10,240,2009
3689,Ed Davis,1610612747,202334,2014,USA,6-9,218,2010
3691,Carlos Boozer,1610612747,2430,2014,USA,6-9,258,2002
3693,Wayne Ellington,1610612747,201961,2014,USA,6-4,207,2009
3694,Wesley Johnson,1610612747,202325,2014,USA,6-7,215,2010
3695,Jeremy Lin,1610612747,202391,2014,USA,6-3,200,Undrafted
3701,Ty Lawson,1610612743,201951,2014,USA,5-11,195,2009
3706,Ian Clark,1610612743,203546,2014,USA,6-3,175,Undrafted
3707,Jamaal Franklin,1610612743,203479,2014,USA,6-5,191,2013
3711,David West,1610612754,2561,2014,USA,6-9,250,2003
3712,Roy Hibbert,1610612754,201579,2014,USA,7-2,270,2008
3715,Luis Scola,1610612754,2449,2014,Argentina,6-9,241,2002
3719,Donald Sloan,1610612754,202388,2014,USA,6-3,205,Undrafted
3721,Damjan Rudez,1610612754,204014,2014,Croatia,6-10,228,Undrafted
3722,C.J. Watson,1610612754,201228,2014,USA,6-2,175,Undrafted
3724,Henry Walker,1610612748,201611,2014,USA,6-6,235,2008
3726,Michael Beasley,1610612748,201563,2014,USA,6-9,235,2008
3728,Zoran Dragic,1610612748,204054,2014,Slovenia,6-5,200,Undrafted
3738,Henry Sims,1610612755,203156,2014,USA,6-10,248,Undrafted
3739,Glenn Robinson III,1610612755,203922,2014,USA,6-6,222,2014
3742,Thomas Robinson,1610612755,203080,2014,USA,6-10,237,2012
3745,Luc Mbah a Moute,1610612755,201601,2014,Cameroon,6-8,230,2008
3747,Jason Richardson,1610612755,2202,2014,USA,6-6,225,2001
3749,Caron Butler,1610612765,2406,2014,USA,6-7,228,2002
3750,Greg Monroe,1610612765,202328,2014,USA,6-10,250,2010
3755,John Lucas III,1610612765,101249,2014,USA,5-11,166,Undrafted
3757,Quincy Miller,1610612765,203113,2014,USA,6-9,210,2012
3759,Shawne Williams,1610612765,200761,2014,USA,6-10,230,2006
3761,Tayshaun Prince,1610612765,2419,2014,USA,6-9,212,2002
3762,Jason Smith,1610612752,201160,2014,USA,7-0,240,2007
3764,Cole Aldrich,1610612752,202332,2014,USA,6-11,253,2010
3768,Quincy Acy,1610612752,203112,2014,USA,6-7,240,2012
3770,Shane Larkin,1610612752,203499,2014,USA,5-11,175,2013
3771,Ricky Ledo,1610612752,203495,2014,USA,6-7,195,2013
3772,Andrea Bargnani,1610612752,200745,2014,Italy,7-0,245,2006
3773,Travis Wear,1610612752,204037,2014,USA,6-10,225,Undrafted
3775,Jeffery Taylor,1610612766,203106,2014,Sweden,,,2012
3778,Gerald Henderson,1610612766,201945,2014,USA,6-5,215,2009
3781,Noah Vonleh,1610612766,203943,2014,USA,6-10,257,2014
3782,Jason Maxiell,1610612766,101131,2014,USA,6-7,260,2005
3786,Lance Stephenson,1610612766,202362,2014,USA,6-5,210,2010
3787,Mo Williams,1610612766,2590,2014,USA,6-1,198,2003
3800,Jeremy Lamb,1610612760,203087,2014,USA,6-5,180,2012
3801,Perry Jones III,1610612760,203103,2014,USA,6-11,235,2012
3805,Arinze Onuaku,1610612750,202620,2014,USA,6-9,255,Undrafted
3808,Justin Hamilton,1610612750,203120,2014,USA,7-0,255,2012
3809,Robbie Hummel,1610612750,203133,2014,USA,6-9,219,2012
3811,Anthony Bennett,1610612750,203461,2014,Canada,6-8,235,2013
3812,Chase Budinger,1610612750,201978,2014,USA,6-7,209,2009
3817,Chris Babb,1610612738,203569,2014,USA,6-5,225,Undrafted
3824,Jeremy Evans,1610612762,202379,2014,USA,6-9,200,2010
3836,Gerald Green,1610612756,101123,2014,USA,6-7,205,2005
3837,Earl Barron,1610612756,2853,2014,USA,7-0,250,Undrafted
3838,Jerel McNeal,1610612756,202077,2014,USA,6-3,200,Undrafted
3839,Reggie Bullock,1610612756,203493,2014,USA,6-6,205,2013
3841,Marcus Morris Sr.,1610612756,202694,2014,USA,6-8,218,2011
3842,Marcus Thornton,1610612756,201977,2014,USA,6-4,205,2009
3843,Brandan Wright,1610612756,201148,2014,USA,6-10,235,2007
3844,Jeff Withey,1610612740,203481,2014,USA,7-0,230,2013
3847,Dwight Buycks,1610612747,202779,2014,USA,6-3,190,Undrafted
3851,Sim Bhullar,1610612758,204021,2014,Canada,7-5,360,Undrafted
3852,Ben Gordon,1610612753,2732,2014,USA,6-3,205,2004
3853,Gary Neal,1610612750,202390,2014,USA,6-4,210,Undrafted
3854,Chris Copeland,1610612754,203142,2014,USA,6-9,239,Undrafted
3858,Dorell Wright,1610612757,2748,2014,USA,6-9,205,2004
3859,David Wear,1610612758,204033,2014,USA,6-10,230,Undrafted
3860,Shavlik Randolph,1610612738,101183,2014,USA,6-10,236,Undrafted
3861,AJ Price,1610612756,201985,2014,USA,6-2,195,2009
3862,Shabazz Napier,1610612748,203894,2014,USA,6-0,175,2014
3864,Sean Kilpatrick,1610612750,203930,2014,USA,6-4,212,Undrafted
3868,Ian Clark,1610612762,203546,2014,USA,6-3,175,Undrafted
3870,Chris Johnson,1610612749,203187,2014,USA,6-6,206,Undrafted
3872,Alexey Shved,1610612752,203144,2014,Russia,6-6,187,Undrafted
3873,Elliot Williams,1610612740,202343,2014,USA,6-5,190,2010
3874,Nate Robinson,1610612746,101126,2014,USA,5-9,180,2005
3876,Seth Curry,1610612756,203552,2014,USA,6-1,185,Undrafted
3878,Jerrelle Benimon,1610612762,203968,2014,USA,,,Undrafted
3879,Jarell Eddie,1610612737,204067,2014,USA,6-7,218,Undrafted
3882,Ronnie Price,1610612747,101179,2014,USA,6-2,190,Undrafted
3883,Wesley Matthews,1610612757,202083,2014,USA,6-5,220,Undrafted
3884,Glenn Robinson III,1610612750,203922,2014,USA,6-6,222,2014
3886,Justin Hamilton,1610612740,203120,2014,USA,7-0,255,2012
3887,JaVale McGee,1610612755,201580,2014,USA,7-0,270,2008
3890,Tim Frazier,1610612755,204025,2014,USA,6-0,170,Undrafted
3891,Malcolm Thomas,1610612755,202952,2014,USA,6-9,225,Undrafted
3893,Danny Granger,1610612756,101122,2014,USA,6-9,222,2005
3898,John Salmons,1610612740,2422,2014,USA,6-6,210,2002
3900,Enes Kanter,1610612762,202683,2014,Turkey,6-10,250,2011
3901,Steve Novak,1610612762,200779,2014,USA,6-10,225,2006
3902,Ricky Ledo,1610612742,203495,2014,USA,6-7,195,2013
3903,Danny Granger,1610612748,101122,2014,USA,6-9,222,2005
3904,Norris Cole,1610612748,202708,2014,USA,6-2,175,2011
3905,Justin Hamilton,1610612748,203120,2014,USA,7-0,255,2012
3906,Shawne Williams,1610612748,200761,2014,USA,6-10,230,2006
3907,Kendrick Perkins,1610612760,2570,2014,USA,6-10,270,2003
3908,Reggie Jackson,1610612760,202704,2014,USA,6-2,208,2011
3909,Ish Smith,1610612760,202397,2014,USA,6-0,175,Undrafted
3910,Thomas Robinson,1610612757,203080,2014,USA,6-10,237,2012
3911,Will Barton,1610612757,203115,2014,USA,6-5,181,2012
3912,Victor Claver,1610612757,201964,2014,Spain,,,2009
3913,Thaddeus Young,1610612750,201152,2014,USA,6-8,235,2007
3914,Andre Miller,1610612764,1889,2014,USA,6-3,200,1999
3915,Kyle Singler,1610612765,202713,2014,USA,6-8,228,2011
3916,D.J. Augustin,1610612765,201571,2014,USA,5-11,183,2008
3917,Jonas Jerebko,1610612765,201973,2014,Sweden,6-10,231,2009
3918,Gigi Datome,1610612765,203540,2014,Italy,6-8,215,Undrafted
3919,Pablo Prigioni,1610612752,203143,2014,Argentina,6-3,185,Undrafted
3920,Amar'e Stoudemire,1610612752,2405,2014,USA,6-10,245,2002
3921,Marcus Thornton,1610612738,201977,2014,USA,6-4,205,2009
3922,Tayshaun Prince,1610612738,2419,2014,USA,6-9,212,2002
3923,Ramon Sessions,1610612758,201196,2014,USA,6-3,190,2007
3924,Brandon Knight,1610612749,202688,2014,USA,6-2,182,2011
3925,Kenyon Martin,1610612749,2030,2014,USA,6-9,225,2000
3926,Larry Sanders,1610612749,202336,2014,USA,6-11,230,2010
3927,Miles Plumlee,1610612756,203101,2014,USA,6-11,249,2012
3928,Goran Dragic,1610612756,201609,2014,Slovenia,6-4,190,2008
3929,Isaiah Thomas,1610612756,202738,2014,USA,5-9,185,2011
3930,Zoran Dragic,1610612756,204054,2014,Slovenia,6-5,200,Undrafted
3931,Tyler Ennis,1610612756,203898,2014,Canada,6-3,194,2014
3932,Kevin Garnett,1610612751,708,2014,USA,6-11,240,1995
3933,Arron Afflalo,1610612743,201167,2014,USA,6-5,210,2007
3934,JaVale McGee,1610612743,201580,2014,USA,7-0,270,2008
3936,Adreian Payne,1610612737,203940,2014,USA,6-10,237,2014
3937,Mo Williams,1610612750,2590,2014,USA,6-1,198,2003
3938,Troy Daniels,1610612750,203584,2014,USA,6-4,200,Undrafted
3940,KJ McDaniels,1610612755,203909,2014,USA,6-6,205,2014
3941,Michael Carter-Williams,1610612755,203487,2014,USA,6-5,190,2013
3942,Gary Neal,1610612766,202390,2014,USA,6-4,210,Undrafted
3944,Alexey Shved,1610612745,203144,2014,Russia,6-6,187,Undrafted
3945,Quincy Miller,1610612758,203113,2014,USA,6-9,210,2012
3946,Andre Dawkins,1610612738,203958,2014,USA,6-5,219,Undrafted
3947,Grant Jerrett,1610612760,203511,2014,USA,6-10,232,2013
3949,Nate Wolters,1610612740,203489,2014,USA,6-4,190,2013
3950,Ognjen Kuzmic,1610612744,203136,2014,Serbia,7-0,260,2012
3951,Tyrus Thomas,1610612763,200748,2014,USA,6-10,225,2006
3952,Miroslav Raduljica,1610612750,203545,2014,Serbia,7-0,250,Undrafted
3953,Elliot Williams,1610612762,202343,2014,USA,6-5,190,2010
3954,JaMychal Green,1610612759,203210,2014,USA,6-9,227,Undrafted
3958,Reggie Bullock,1610612746,203493,2014,USA,6-6,205,2013
3959,Jordan Farmar,1610612746,200770,2014,USA,6-2,180,2006
3960,Austin Daye,1610612759,201948,2014,USA,6-11,220,2009
3961,Shavlik Randolph,1610612756,101183,2014,USA,6-10,236,Undrafted
3962,Chris Douglas-Roberts,1610612746,201604,2014,USA,6-7,210,2008
3963,Nate Robinson,1610612743,101126,2014,USA,5-9,180,2005
3964,Tayshaun Prince,1610612763,2419,2014,USA,6-9,212,2002
3965,Quincy Pondexter,1610612763,202347,2014,USA,6-7,230,2010
3966,Austin Rivers,1610612740,203085,2014,USA,6-4,200,2012
3967,Jeff Green,1610612738,201145,2014,USA,6-8,235,2007
3968,Timofey Mozgov,1610612743,202389,2014,Russia,7-1,275,Undrafted
3969,Brandan Wright,1610612738,201148,2014,USA,6-10,235,2007
3970,Nate Wolters,1610612749,203489,2014,USA,6-4,190,2013
3971,AJ Price,1610612739,201985,2014,USA,6-2,195,2009
3972,Lou Amundson,1610612739,200811,2014,USA,6-9,220,Undrafted
3973,Alex Kirk,1610612739,203945,2014,USA,7-0,245,Undrafted
3974,Dion Waiters,1610612739,203079,2014,USA,6-3,210,2012
3975,Jeff Adrien,1610612750,202399,2014,USA,,,Undrafted
3976,Brandon Davies,1610612751,203561,2014,USA,6-10,240,Undrafted
3977,Samuel Dalembert,1610612752,2223,2014,Haiti,6-11,255,2001
3978,JR Smith,1610612752,2747,2014,USA,6-6,220,2004
3979,Andre Dawkins,1610612748,203958,2014,USA,6-5,219,Undrafted
3980,Jared Cunningham,1610612746,203099,2014,USA,6-4,195,2012
3981,Jameer Nelson,1610612738,2749,2014,USA,6-0,190,2004
3982,Toure' Murry,1610612762,203315,2014,USA,6-5,195,Undrafted
3983,Patrick Christopher,1610612762,203565,2014,USA,,,Undrafted
3984,Russ Smith,1610612740,203893,2014,USA,6-0,165,2014
3985,Tony Mitchell,1610612756,203502,2014,USA,,,2013
3986,Lance Thomas,1610612760,202498,2014,USA,6-8,225,Undrafted
3988,Xavier Henry,1610612747,202333,2014,USA,6-6,220,2010
3989,Anthony Tolliver,1610612756,201229,2014,USA,6-8,240,Undrafted
3990,Jannero Pargo,1610612766,2457,2014,USA,6-1,185,Undrafted
