,player_id,FIRST_NAME,LAST_NAME,TEAM_ID,HEIGHT,DRAFT_YEAR,FULL_NAME,SEASON
629,1630567,Scottie,Barnes,1610612761.0,207.264,2021,Scottie Barnes,2014
630,1630625,Dalano,Banton,1610612761.0,204.216,2021,Dalano Banton,2014
631,1630688,Ish,Wainright,1610612756.0,198.12,Undrafted,Ish Wainright,2014
632,1630288,Jeff,Dowtin Jr.,1610612761.0,192.024,Undrafted,Jeff Dowtin Jr.,2014
633,1630532,Franz,Wagner,1610612753.0,185.928,2021,Franz Wagner,2014
634,1630573,Sam,Hauser,1610612738.0,204.216,Undrafted,Sam Hauser,2014
635,1630591,Jalen,Suggs,1610612753.0,198.12,2021,Jalen Suggs,2014
636,1630209,Omer,Yurtseven,1610612748.0,186.23280000000003,Undrafted,Omer Yurtseven,2014
637,1630536,Sharife,Cooper,1610612737.0,185.928,2021,Sharife Cooper,2014
638,1630552,Jalen,Johnson,1610612737.0,207.264,2021,Jalen Johnson,2014
639,1630585,Marcus,Garrett,0.0,198.12,Undrafted,Marcus Garrett,2014
640,1630597,DJ,Stewart,1610612759.0,198.12,Undrafted,DJ Stewart,2014
641,1630606,Javonte,Smart,1610612748.0,195.072,Undrafted,Javonte Smart,2014
642,1630639,A.J.,Lawson,1610612742.0,201.16799999999998,Undrafted,A.J. Lawson,2014
643,1630695,Micah,Potter,1610612762.0,207.264,Undrafted,Micah Potter,2014
644,1630696,Dru,Smith,1610612751.0,192.024,Undrafted,Dru Smith,2014
645,1629712,Didi,Louzada,1610612757.0,198.12,2019,Didi Louzada,2014
646,1630195,Leandro,Bolmaro,0.0,201.16799999999998,2020,Leandro Bolmaro,2014
647,1630529,Herbert,Jones,1610612740.0,204.216,2021,Herbert Jones,2014
648,1630530,Trey,Murphy III,1610612740.0,207.264,2021,Trey Murphy III,2014
649,1630593,McKinley,Wright IV,1610612742.0,155.7528,Undrafted,McKinley Wright IV,2014
650,1630627,Isaiah,Miller,0.0,,Undrafted,Isaiah Miller,2014
651,1630631,Jose,Alvarado,1610612740.0,182.88,Undrafted,Jose Alvarado,2014
652,1630665,Matt,Lewis,0.0,,Undrafted,Matt Lewis,2014
653,1629083,Arnoldas,Kulboka,1610612766.0,185.928,2018,Arnoldas Kulboka,2014
654,1630249,Vit,Krejci,1610612737.0,207.264,2020,Vit Krejci,2014
655,1630306,Rob,Edwards,0.0,198.12,Undrafted,Rob Edwards,2014
656,1630466,Gabriel,Deck,0.0,201.16799999999998,Undrafted,Gabriel Deck,2014
657,1630526,Jeremiah,Robinson-Earl,1610612760.0,207.264,2021,Jeremiah Robinson-Earl,2014
658,1630539,Kai,Jones,1610612766.0,186.23280000000003,2021,Kai Jones,2014
659,1630544,Tre,Mann,1610612760.0,192.024,2021,Tre Mann,2014
660,1630547,James,Bouknight,1610612766.0,195.072,2021,James Bouknight,2014
661,1630550,JT,Thor,1610612766.0,210.312,2021,JT Thor,2014
662,1630575,Scottie,Lewis,1610612766.0,198.12,2021,Scottie Lewis,2014
663,1630581,Josh,Giddey,1610612760.0,207.264,2021,Josh Giddey,2014
664,1630598,Aaron,Wiggins,1610612760.0,198.12,2021,Aaron Wiggins,2014
665,1630618,D.J.,Carton,0.0,,Undrafted,D.J. Carton,2014
666,1629111,Jock,Landale,1610612756.0,186.23280000000003,Undrafted,Jock Landale,2014
667,1630215,Jared,Butler,1610612760.0,192.024,2021,Jared Butler,2014
668,1630247,Derrick,Alston Jr.,0.0,,Undrafted,Derrick Alston Jr.,2014
669,1630563,Joshua,Primo,0.0,201.16799999999998,2021,Joshua Primo,2014
670,1630580,Joe,Wieskamp,1610612761.0,201.16799999999998,2021,Joe Wieskamp,2014
671,1630617,MaCio,Teague,0.0,,Undrafted,MaCio Teague,2014
672,1630228,Jonathan,Kuminga,1610612744.0,204.216,2021,Jonathan Kuminga,2014
673,1630535,Greg,Brown III,0.0,204.216,2021,Greg Brown III,2014
674,1630541,Moses,Moody,1610612744.0,198.12,2021,Moses Moody,2014
675,1630570,Trendon,Watford,1610612757.0,207.264,Undrafted,Trendon Watford,2014
676,1629674,Neemias,Queta,1610612758.0,213.36,2021,Neemias Queta,2014
677,1630558,Davion,Mitchell,1610612758.0,182.88,2021,Davion Mitchell,2014
678,1630569,DJ,Steward,0.0,,Undrafted,DJ Steward,2014
679,1630645,Matt,Coleman III,0.0,,Undrafted,Matt Coleman III,2014
680,1627822,Petr,Cornelie,0.0,186.23280000000003,2016,Petr Cornelie,2014
681,1630346,Matt,Ryan,1610612750.0,201.16799999999998,Undrafted,Matt Ryan,2014
682,1630527,Brandon,Boston Jr.,1610612746.0,201.16799999999998,2021,Brandon Boston Jr.,2014
683,1630538,Bones,Hyland,1610612746.0,188.976,2021,Bones Hyland,2014
684,1630553,Keon,Johnson,1610612757.0,192.024,2021,Keon Johnson,2014
685,1630554,Jason,Preston,1610612746.0,192.024,2021,Jason Preston,2014
686,1630589,Moses,Wright,1610612742.0,207.264,Undrafted,Moses Wright,2014
687,1629656,Quentin,Grimes,1610612752.0,198.12,2021,Quentin Grimes,2014
688,1630537,Chris,Duarte,1610612754.0,198.12,2021,Chris Duarte,2014
689,1630540,Miles,McBride,1610612752.0,188.976,2021,Miles McBride,2014
690,1630543,Isaiah,Jackson,1610612754.0,210.312,2021,Isaiah Jackson,2014
691,1630579,Jericho,Sims,1610612752.0,185.928,2021,Jericho Sims,2014
692,1630603,Aamir,Simms,0.0,,Undrafted,Aamir Simms,2014
693,1630610,DeJon,Jarreau,0.0,198.12,Undrafted,DeJon Jarreau,2014
694,1630613,Duane,Washington Jr.,1610612752.0,188.976,Undrafted,Duane Washington Jr.,2014
695,1630640,MJ,Walker,0.0,198.12,Undrafted,MJ Walker,2014
696,1630678,Terry,Taylor,1610612741.0,195.072,Undrafted,Terry Taylor,2014
697,1630245,Ayo,Dosunmu,1610612741.0,198.12,2021,Ayo Dosunmu,2014
698,1630596,Evan,Mobley,1610612739.0,186.23280000000003,2021,Evan Mobley,2014
699,1630612,RJ,Nembhard Jr.,1610612739.0,195.072,Undrafted,RJ Nembhard Jr.,2014
700,1630642,Mitch,Ballock,0.0,,Undrafted,Mitch Ballock,2014
701,1630679,Ethan,Thompson,0.0,,Undrafted,Ethan Thompson,2014
702,1630698,Kevin,Pangos,0.0,185.928,Undrafted,Kevin Pangos,2014
703,1630224,Jalen,Green,1610612745.0,195.072,2021,Jalen Green,2014
704,1630225,Isaiah,Todd,1610612764.0,210.312,2021,Isaiah Todd,2014
705,1630227,Daishen,Nix,1610612745.0,195.072,Undrafted,Daishen Nix,2014
706,1630528,Josh,Christopher,1610612745.0,195.072,2021,Josh Christopher,2014
707,1630557,Corey,Kispert,1610612764.0,201.16799999999998,2021,Corey Kispert,2014
708,1630578,Alperen,Sengun,1610612745.0,186.23280000000003,2021,Alperen Sengun,2014
709,1630586,Usman,Garuba,1610612745.0,207.264,2021,Usman Garuba,2014
710,1630643,Jay,Huff,1610612764.0,216.408,Undrafted,Jay Huff,2014
711,1630648,Jordan,Schakel,0.0,201.16799999999998,Undrafted,Jordan Schakel,2014
712,1630692,Jordan,Goodwin,1610612764.0,192.024,Undrafted,Jordan Goodwin,2014
713,1630693,Jaime,Echenique,0.0,185.928,Undrafted,Jaime Echenique,2014
714,1629091,Elijah,Bryant,1610612749.0,198.12,Undrafted,Elijah Bryant,2014
715,1630533,Ziaire,Williams,1610612763.0,210.312,2021,Ziaire Williams,2014
716,1630572,Sandro,Mamukelashvili,1610612759.0,185.928,2021,Sandro Mamukelashvili,2014
717,1630582,Yves,Pons,1610612763.0,198.12,Undrafted,Yves Pons,2014
718,1630583,Santi,Aldama,1610612763.0,213.36,2021,Santi Aldama,2014
719,1630686,Georgios,Kalaitzakis,0.0,204.216,2021,Georgios Kalaitzakis,2014
720,1630568,Luka,Garza,1610612750.0,185.928,2021,Luka Garza,2014
721,1630587,Isaiah,Livers,1610612765.0,201.16799999999998,2021,Isaiah Livers,2014
722,1630595,Cade,Cunningham,1610612765.0,204.216,2021,Cade Cunningham,2014
723,1630607,Chris,Smith,0.0,,Undrafted,Chris Smith,2014
724,1630691,Jamorko,Pickett,1610612765.0,210.312,Undrafted,Jamorko Pickett,2014
725,1630605,JaQuori,McLaughlin,0.0,195.072,Undrafted,JaQuori McLaughlin,2014
726,1630624,Feron,Hunt,1610612752.0,207.264,Undrafted,Feron Hunt,2014
727,1630637,Carlik,Jones,1610612741.0,182.88,Undrafted,Carlik Jones,2014
728,1630647,Eugene,Omoruyi,1610612765.0,201.16799999999998,Undrafted,Eugene Omoruyi,2014
729,1630250,Marko,Simonovic,1610612741.0,213.36,2020,Marko Simonovic,2014
730,1630651,Romeo,Weems,0.0,,Undrafted,Romeo Weems,2014
731,1630777,Jeremiah,Tilmon,0.0,,Undrafted,Jeremiah Tilmon,2014
732,1630622,Jalen,Crutcher,0.0,,Undrafted,Jalen Crutcher,2014
733,1630787,Cameron,McGriff,0.0,204.216,Undrafted,Cameron McGriff,2014
734,1630275,Jordan,Bowden,0.0,,Undrafted,Jordan Bowden,2014
735,1630672,Brandon,Rachal,0.0,,Undrafted,Brandon Rachal,2014
736,1630791,James,Banks III,0.0,,Undrafted,James Banks III,2014
737,1630792,Malcolm,Hill,0.0,201.16799999999998,Undrafted,Malcolm Hill,2014
738,1630793,Giorgi,Bezhanishvili,0.0,,Undrafted,Giorgi Bezhanishvili,2014
739,1630801,Ibi,Watson,0.0,,Undrafted,Ibi Watson,2014
740,1630675,Devontae,Shuler,0.0,,Undrafted,Devontae Shuler,2014
741,1630562,Matt,Hurt,0.0,,Undrafted,Matt Hurt,2014
742,1630835,LJ,Figueroa,0.0,,Undrafted,LJ Figueroa,2014
743,1630311,Pat,Spencer,0.0,,Undrafted,Pat Spencer,2014
744,1630652,Trevion,Williams,0.0,,Undrafted,Trevion Williams,2014
745,1631098,Johnny,Davis,1610612764.0,195.072,2022,Johnny Davis,2014
746,1631116,Patrick,Baldwin Jr.,1610612744.0,210.312,2022,Patrick Baldwin Jr.,2014
747,1631157,Ryan,Rollins,1610612744.0,192.024,2022,Ryan Rollins,2014
748,1631311,Lester,Quinones,1610612744.0,195.072,Undrafted,Lester Quinones,2014
749,1630492,Luca,Vildoza,1610612749.0,192.024,Undrafted,Luca Vildoza,2014
750,1630699,MarJon,Beauchamp,1610612749.0,204.216,2022,MarJon Beauchamp,2014
751,1631113,Kennedy,Chandler,0.0,155.7528,2022,Kennedy Chandler,2014
752,1631222,Jake,LaRavia,1610612763.0,204.216,2022,Jake LaRavia,2014
753,1631223,David,Roddy,1610612763.0,195.072,2022,David Roddy,2014
754,1631246,Vince,Williams Jr.,1610612763.0,195.072,2022,Vince Williams Jr.,2014
755,1631254,Kenneth,Lofton Jr.,1610612763.0,201.16799999999998,Undrafted,Kenneth Lofton Jr.,2014
756,1631260,AJ,Green,1610612749.0,198.12,Undrafted,AJ Green,2014
757,1631367,Jacob,Gilyard,1610612763.0,179.83200000000002,Undrafted,Jacob Gilyard,2014
758,1631368,Justin,Bean,0.0,,Undrafted,Justin Bean,2014
759,1631109,Mark,Williams,1610612766.0,213.36,2022,Mark Williams,2014
760,1631120,JD,Davison,1610612738.0,185.928,2022,JD Davison,2014
761,1631121,Bryce,McGowens,1610612766.0,201.16799999999998,2022,Bryce McGowens,2014
762,1631301,Jaylen,Sims,0.0,,Undrafted,Jaylen Sims,2014
763,1631347,Anthony,Duruji,0.0,,Undrafted,Anthony Duruji,2014
764,1631348,Isaiah,Whaley,0.0,,Undrafted,Isaiah Whaley,2014
765,1630534,Ochai,Agbaji,1610612762.0,198.12,2022,Ochai Agbaji,2014
766,1630548,Johnny,Juzang,1610612762.0,201.16799999999998,Undrafted,Johnny Juzang,2014
767,1631117,Walker,Kessler,1610612762.0,213.36,2022,Walker Kessler,2014
768,1631122,Gabe,Brown,0.0,,Undrafted,Gabe Brown,2014
769,1631132,Christian,Koloko,1610612761.0,213.36,2022,Christian Koloko,2014
770,1631199,Ron,Harper Jr.,1610612761.0,198.12,Undrafted,Ron Harper Jr.,2014
771,1631323,Simone,Fontecchio,1610612762.0,204.216,Undrafted,Simone Fontecchio,2014
772,1631095,Jabari,Smith Jr.,1610612745.0,186.23280000000003,2022,Jabari Smith Jr.,2014
773,1631102,TyTy,Washington Jr.,1610612745.0,192.024,2022,TyTy Washington Jr.,2014
774,1631103,Malaki,Branham,1610612759.0,195.072,2022,Malaki Branham,2014
775,1631104,Blake,Wesley,1610612759.0,195.072,2022,Blake Wesley,2014
776,1631106,Tari,Eason,1610612745.0,207.264,2022,Tari Eason,2014
777,1631110,Jeremy,Sochan,1610612759.0,207.264,2022,Jeremy Sochan,2014
778,1631160,Jordan,Hall,0.0,204.216,Undrafted,Jordan Hall,2014
779,1631230,Dominick,Barlow,1610612759.0,210.312,Undrafted,Dominick Barlow,2014
780,1631309,Trevor,Hudgins,1610612745.0,182.88,Undrafted,Trevor Hudgins,2014
781,1631339,Tommy,Kuhse,0.0,,Undrafted,Tommy Kuhse,2014
782,1630564,RaiQuan,Gray,1610612751.0,204.216,2021,RaiQuan Gray,2014
783,1630577,Julian,Champagnie,1610612759.0,204.216,Undrafted,Julian Champagnie,2014
784,1630701,Michael,Foster Jr.,0.0,207.264,Undrafted,Michael Foster Jr.,2014
785,1631214,Alondes,Williams,0.0,195.072,Undrafted,Alondes Williams,2014
786,1630284,Kevon,Harris,1610612753.0,201.16799999999998,Undrafted,Kevon Harris,2014
787,1630285,Zavier,Simpson,0.0,182.88,Undrafted,Zavier Simpson,2014
788,1630758,Aleem,Ford,0.0,207.264,Undrafted,Aleem Ford,2014
789,1631094,Paolo,Banchero,1610612753.0,185.928,2022,Paolo Banchero,2014
790,1631216,Caleb,Houstan,1610612753.0,207.264,2022,Caleb Houstan,2014
791,1630248,Sacha,Killeya-Jones,0.0,,Undrafted,Sacha Killeya-Jones,2014
792,1630322,Lindy,Waters III,1610612760.0,201.16799999999998,Undrafted,Lindy Waters III,2014
793,1631114,Jalen,Williams,1610612760.0,198.12,2022,Jalen Williams,2014
794,1631119,Jaylin,Williams,1610612760.0,210.312,2022,Jaylin Williams,2014
795,1631128,Christian,Braun,1610612743.0,201.16799999999998,2022,Christian Braun,2014
796,1631172,Ousmane,Dieng,1610612760.0,210.312,2022,Ousmane Dieng,2014
797,1631212,Peyton,Watson,1610612743.0,204.216,2022,Peyton Watson,2014
798,1631242,Kellan,Grady,0.0,,Undrafted,Kellan Grady,2014
799,1631298,Jack,White,1610612743.0,204.216,Undrafted,Jack White,2014
800,1631317,Adonis,Arms,0.0,,Undrafted,Adonis Arms,2014
801,1631371,Grant,Golden,0.0,,Undrafted,Grant Golden,2014
802,1630590,Scotty,Pippen Jr.,1610612747.0,185.928,Undrafted,Scotty Pippen Jr.,2014
803,1631099,Keegan,Murray,1610612758.0,207.264,2022,Keegan Murray,2014
804,1631108,Max,Christie,1610612747.0,198.12,2022,Max Christie,2014
805,1631165,Keon,Ellis,1610612758.0,192.024,Undrafted,Keon Ellis,2014
806,1631306,Cole,Swider,1610612747.0,210.312,Undrafted,Cole Swider,2014
807,1631320,Chima,Moneke,0.0,198.12,Undrafted,Chima Moneke,2014
808,1631322,Javante,McCoy,0.0,,Undrafted,Javante McCoy,2014
809,1629875,Xavier,Moon,1610612746.0,182.88,Undrafted,Xavier Moon,2014
810,1630314,Brandon,Williams,1610612757.0,188.976,Undrafted,Brandon Williams,2014
811,1630846,Olivier,Sarr,1610612760.0,186.23280000000003,Undrafted,Olivier Sarr,2014
812,1631101,Shaedon,Sharpe,1610612757.0,198.12,2022,Shaedon Sharpe,2014
813,1631133,Jabari,Walker,1610612757.0,204.216,2022,Jabari Walker,2014
814,1631197,Jared,Rhoden,1610612765.0,201.16799999999998,Undrafted,Jared Rhoden,2014
815,1631217,Moussa,Diabate,1610612746.0,185.928,2022,Moussa Diabate,2014
816,1631238,Michael,Devoe,0.0,,Undrafted,Michael Devoe,2014
817,1631351,Lucas,Williamson,0.0,,Undrafted,Lucas Williamson,2014
818,1630296,Braxton,Key,0.0,207.264,Undrafted,Braxton Key,2014
819,1630649,Stanley,Umude,0.0,201.16799999999998,Undrafted,Stanley Umude,2014
820,1631093,Jaden,Ivey,1610612765.0,195.072,2022,Jaden Ivey,2014
821,1631105,Jalen,Duren,1610612765.0,186.23280000000003,2022,Jalen Duren,2014
822,1631205,Buddy,Boeheim,1610612765.0,201.16799999999998,Undrafted,Buddy Boeheim,2014
823,1631211,Trevor,Keels,1610612752.0,195.072,2022,Trevor Keels,2014
824,1631262,Jules,Bernard,0.0,,Undrafted,Jules Bernard,2014
825,1630620,Darius,Days,1610612745.0,204.216,Undrafted,Darius Days,2014
826,1631107,Nikola,Jovic,1610612748.0,185.928,2022,Nikola Jovic,2014
827,1631111,Wendell,Moore Jr.,1610612750.0,198.12,2022,Wendell Moore Jr.,2014
828,1631115,Orlando,Robinson,1610612748.0,185.928,Undrafted,Orlando Robinson,2014
829,1631123,Jamaree,Bouyea,0.0,188.976,Undrafted,Jamaree Bouyea,2014
830,1631169,Josh,Minott,1610612750.0,207.264,2022,Josh Minott,2014
831,1631288,Jamal,Cain,1610612748.0,201.16799999999998,Undrafted,Jamal Cain,2014
832,1630566,John,Petty Jr.,0.0,,Undrafted,John Petty Jr.,2014
833,1630700,Dyson,Daniels,1610612740.0,204.216,2022,Dyson Daniels,2014
834,1631171,Justin,Lewis,1610612741.0,204.216,Undrafted,Justin Lewis,2014
835,1631207,Dalen,Terry,1610612741.0,204.216,2022,Dalen Terry,2014
836,1631219,John,Butler Jr.,1610612757.0,213.36,Undrafted,John Butler Jr.,2014
837,1631220,Dereon,Seabron,1610612740.0,198.12,Undrafted,Dereon Seabron,2014
838,1631342,Daeqwon,Plowden,0.0,,Undrafted,Daeqwon Plowden,2014
839,1629614,Andrew,Nembhard,1610612754.0,192.024,2022,Andrew Nembhard,2014
840,1631097,Bennedict,Mathurin,1610612754.0,198.12,2022,Bennedict Mathurin,2014
841,1631112,Kendall,Brown,1610612754.0,204.216,2022,Kendall Brown,2014
842,1630600,Isaiah,Mobley,1610612739.0,207.264,2022,Isaiah Mobley,2014
843,1629788,Tyler,Hall,0.0,198.12,Undrafted,Tyler Hall,2014
844,1630702,Jaden,Hardy,1610612742.0,192.024,2022,Jaden Hardy,2014
845,1631096,Chet,Holmgren,1610612760.0,216.408,2022,Chet Holmgren,2014
846,1631234,Marcus,Bingham Jr.,0.0,,Undrafted,Marcus Bingham Jr.,2014
847,1631338,Mouhamadou,Gueye,0.0,,Undrafted,Mouhamadou Gueye,2014
848,1630623,Tyson,Etienne,0.0,,Undrafted,Tyson Etienne,2014
849,1630707,Malik,Ellison,0.0,,Undrafted,Malik Ellison,2014
850,1631100,AJ,Griffin,1610612737.0,201.16799999999998,2022,AJ Griffin,2014
851,1631213,Tyrese,Martin,1610612737.0,201.16799999999998,2022,Tyrese Martin,2014
852,1631241,Javon,Freeman-Liberty,0.0,,Undrafted,Javon Freeman-Liberty,2014
853,1630588,Makur,Maker,0.0,,Undrafted,Makur Maker,2014
854,1631245,Quenton,Jackson,1610612764.0,198.12,Undrafted,Quenton Jackson,2014
855,1631221,Collin,Gillespie,1610612743.0,185.928,Undrafted,Collin Gillespie,2014
856,1631300,Drake,Jeffries,0.0,,Undrafted,Drake Jeffries,2014
857,1631466,Jeenathan,Williams,1610612757.0,198.12,Undrafted,Jeenathan Williams,2014
858,1630321,Nate,Pierre-Louis,0.0,,Undrafted,Nate Pierre-Louis,2014
859,1630601,EJ,Onu,0.0,,Undrafted,EJ Onu,2014
860,1628591,Craig,Sword,0.0,192.024,Undrafted,Craig Sword,2014
861,902,Bimbo,Coles,1610612748.0,188.976,1990,Bimbo Coles,2014
862,1049,Shane,Heal,0.0,182.88,Undrafted,Shane Heal,2014
863,252,Karl,Malone,1610612762.0,210.312,1985,Karl Malone,2014
864,270,Horace,Grant,1610612741.0,185.928,1987,Horace Grant,2014
865,1724,Bryce,Drew,0.0,192.024,1998,Bryce Drew,2014
866,2580,Travis,Hansen,1610612737.0,201.16799999999998,2003,Travis Hansen,2014
867,2423,Chris,Jefferies,1610612761.0,207.264,2002,Chris Jefferies,2014
868,682,Bob,Sura,1610612739.0,198.12,1995,Bob Sura,2014
869,84,Latrell,Sprewell,1610612744.0,198.12,1992,Latrell Sprewell,2014
870,718,Gary,Trent,1610612750.0,207.264,1995,Gary Trent,2014
871,1900,Quincy,Lewis,0.0,204.216,1999,Quincy Lewis,2014
872,916,Corie,Blount,1610612741.0,185.928,1993,Corie Blount,2014
873,937,Scottie,Pippen,1610612741.0,207.264,1987,Scottie Pippen,2014
874,1944,Eddie,Robinson,1610612741.0,210.312,Undrafted,Eddie Robinson,2014
875,422,Avery,Johnson,1610612759.0,155.7528,Undrafted,Avery Johnson,2014
876,461,Popeye,Jones,1610612742.0,207.264,1992,Popeye Jones,2014
877,1765,Torraye,Braggs,1610612745.0,207.264,1998,Torraye Braggs,2014
878,2061,Dan,Langhi,0.0,186.23280000000003,2000,Dan Langhi,2014
879,238,Tyrone,Hill,0.0,210.312,1990,Tyrone Hill,2014
880,685,Cherokee,Parks,0.0,186.23280000000003,1995,Cherokee Parks,2014
881,779,Glen,Rice,0.0,207.264,1989,Glen Rice,2014
882,393,Rod,Strickland,0.0,192.024,1988,Rod Strickland,2014
883,93,Hubert,Davis,1610612752.0,198.12,1992,Hubert Davis,2014
884,178,Olden,Polynice,0.0,185.928,1987,Olden Polynice,2014
885,932,Oliver,Miller,1610612756.0,210.312,1992,Oliver Miller,2014
886,2244,Jeff,Trepagnier,1610612743.0,195.072,2001,Jeff Trepagnier,2014
887,1444,Lawrence,Funderburke,1610612758.0,210.312,1994,Lawrence Funderburke,2014
888,2582,Slavko,Vranes,0.0,228.6,2003,Slavko Vranes,2014
889,349,Mark,Jackson,1610612752.0,192.024,1987,Mark Jackson,2014
890,296,Rick,Fox,1610612747.0,204.216,1991,Rick Fox,2014
891,469,Jamal,Mashburn,1610612742.0,207.264,1993,Jamal Mashburn,2014
892,2466,Maurice,Carter,1610612740.0,198.12,Undrafted,Maurice Carter,2014
893,2667,Desmond,Penigar,0.0,204.216,Undrafted,Desmond Penigar,2014
894,168,Chris,Mills,1610612739.0,204.216,1993,Chris Mills,2014
895,891,Charles,Oakley,1610612752.0,210.312,1985,Charles Oakley,2014
896,2724,Desmond,Ferguson,1610612757.0,204.216,Undrafted,Desmond Ferguson,2014
897,988,Randy,Livingston,1610612756.0,195.072,1996,Randy Livingston,2014
898,1910,Leon,Smith,1610612737.0,185.928,1999,Leon Smith,2014
899,344,Dana,Barros,1610612738.0,155.7528,1989,Dana Barros,2014
900,2081,Ernest,Brown,1610612748.0,213.36,2000,Ernest Brown,2014
901,2688,Brandin,Knight,0.0,182.88,Undrafted,Brandin Knight,2014
902,2486,Maurice,Baker,0.0,188.976,Undrafted,Maurice Baker,2014
903,724,Cory,Alexander,1610612759.0,185.928,1995,Cory Alexander,2014
904,2891,Mark,Jones,1610612753.0,201.16799999999998,1983,Mark Jones,2014
905,340,Kevin,Pritchard,1610612744.0,192.024,1990,Kevin Pritchard,2014
906,200970,Renaldo,Major,0.0,204.216,Undrafted,Renaldo Major,2014
907,200838,Kevinn,Pinkney,0.0,185.928,Undrafted,Kevinn Pinkney,2014
908,200785,Kosta,Perovic,1610612744.0,219.45600000000002,2006,Kosta Perovic,2014
909,1626218,Sir'Dominic,Pointer,0.0,,2015,Sir'Dominic Pointer,2014
910,1629600,Jarron,Cumberland,0.0,198.12,Undrafted,Jarron Cumberland,2014
911,1629309,Trayvon,Palmer,0.0,201.16799999999998,Undrafted,Trayvon Palmer,2014
912,1629460,Justin,Tillman,0.0,,Undrafted,Justin Tillman,2014
913,1628238,Paris,Bass,0.0,207.264,Undrafted,Paris Bass,2014
914,1629873,Jaysean,Paige,0.0,188.976,Undrafted,Jaysean Paige,2014
915,1630994,Gabriel,Lundberg,1610612756.0,195.072,Undrafted,Gabriel Lundberg,2014
916,1628221,Gabe,York,1610612754.0,192.024,Undrafted,Gabe York,2014
917,1630641,Ibou,Badji,1610612757.0,216.408,Undrafted,Ibou Badji,2014
